Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,67.324997,68.589996,67.025002,68.555000,68.442070,4130400
2020-06-09,67.264999,68.160004,66.894997,67.510002,67.398788,4763600
2020-06-10,67.764999,68.165001,66.430000,66.724998,66.615082,10782400
2020-06-11,63.535000,63.830002,58.775002,59.005001,58.907803,10162200
2020-06-12,62.000000,62.340000,58.220001,60.465000,60.365398,14279600
2020-06-15,57.935001,62.020000,57.435001,61.540001,61.438629,9018600
2020-06-16,64.949997,65.000000,61.814999,63.915001,63.809715,7588000
2020-06-17,64.375000,64.510002,63.099998,63.380001,63.275597,4317600
2020-06-18,62.709999,63.650002,62.529999,63.415001,63.310539,3143800
2020-06-19,64.980003,65.040001,62.125000,62.669998,62.566765,5643400
2020-06-22,62.445000,63.680000,61.955002,63.549999,63.445313,3689400
2020-06-23,64.684998,65.099998,63.924999,64.074997,63.969448,3263600
2020-06-24,63.185001,63.459999,60.009998,60.840000,60.739777,7030000
2020-06-25,60.570000,62.235001,59.705002,62.080002,61.977737,4567600
2020-06-26,61.645000,61.720001,58.939999,59.185001,59.087505,5908000
2020-06-29,59.709999,60.915001,58.720001,60.900002,60.799683,3229400
2020-06-30,60.695000,63.189999,60.695000,62.540001,62.436977,3858000
2020-07-01,62.945000,63.865002,62.740002,63.334999,63.230667,4462600
2020-07-02,64.855003,65.445000,63.730000,64.000000,63.894573,3654000
2020-07-06,65.739998,66.150002,65.389999,65.980003,65.871315,4437400
2020-07-07,65.300003,66.175003,64.470001,64.599998,64.493584,3258400
2020-07-08,64.970001,65.680000,64.180000,65.599998,65.491936,3248400
2020-07-09,65.889999,65.985001,63.330002,64.860001,64.753159,4711400
2020-07-10,64.820000,66.294998,64.209999,66.190002,66.080971,3616800
2020-07-13,67.245003,68.315002,64.724998,65.070000,64.962814,5748200
2020-07-14,64.400002,66.870003,63.860001,66.705002,66.595123,4710000
2020-07-15,68.199997,68.440002,66.860001,67.980003,67.868027,4813200
2020-07-16,67.084999,67.690002,66.779999,67.514999,67.403786,2931200
2020-07-17,67.955002,68.239998,67.074997,67.855003,67.743225,2091600
2020-07-20,67.754997,69.275002,67.440002,69.000000,68.886337,2391200
2020-07-21,69.875000,70.074997,68.830002,69.235001,69.120949,3306400
2020-07-22,69.105003,70.160004,69.050003,70.019997,69.904655,2128200
2020-07-23,69.885002,70.199997,67.745003,68.389999,68.277336,4203800
2020-07-24,67.529999,67.955002,66.805000,67.495003,67.383820,2904400
2020-07-27,67.820000,68.550003,67.464996,68.445000,68.332253,1931400
2020-07-28,68.139999,68.629997,67.480003,67.610001,67.498627,1745400
2020-07-29,68.010002,69.519997,67.989998,69.235001,69.120949,1532600
2020-07-30,67.885002,68.945000,66.919998,68.754997,68.641739,3258600
2020-07-31,69.599998,69.889999,67.660004,69.849998,69.734932,3849000
2020-08-03,70.629997,71.169998,70.379997,70.815002,70.698349,3401600
2020-08-04,70.425003,71.349998,70.425003,71.339996,71.222481,1657600
2020-08-05,71.980003,72.375000,71.864998,72.239998,72.120995,1882000
2020-08-06,71.985001,73.275002,71.815002,73.205002,73.084412,1978200
2020-08-07,72.750000,73.375000,72.320000,73.290001,73.169266,2374400
2020-08-10,73.514999,73.830002,72.614998,73.724998,73.603554,1750800
2020-08-11,74.330002,74.605003,72.190002,72.525002,72.405533,2936200
2020-08-12,73.660004,74.910004,73.660004,74.519997,74.397240,2729000
2020-08-13,74.150002,74.904999,73.830002,74.275002,74.152657,1557400
2020-08-14,74.074997,74.544998,73.800003,74.269997,74.147652,1738800
2020-08-17,74.745003,74.949997,74.559998,74.739998,74.616882,1501200
2020-08-18,74.919998,75.269997,74.199997,75.029999,74.906403,1388000
2020-08-19,75.250000,75.489998,74.169998,74.459999,74.337341,1677000
2020-08-20,73.620003,75.099998,73.559998,74.900002,74.776627,1147800
2020-08-21,74.750000,75.519997,74.580002,75.400002,75.275795,1408200
2020-08-24,76.610001,76.989998,76.129997,76.959999,76.833229,1542800
2020-08-25,77.250000,77.529999,76.669998,77.500000,77.372330,2343200
2020-08-26,77.790001,79.160004,77.519997,79.040001,78.909798,1178400
2020-08-27,79.459999,80.089996,78.580002,79.389999,79.259224,1734100
2020-08-28,79.889999,80.480003,79.309998,80.379997,80.247589,1066100
2020-08-31,80.290001,80.739998,79.730003,79.830002,79.698502,1392600
2020-09-01,80.220001,81.370003,79.809998,81.309998,81.176056,2001000
2020-09-02,82.300003,84.160004,81.720001,83.660004,83.522194,2280400
2020-09-03,82.800003,83.050003,76.599998,77.919998,77.791641,5870800
2020-09-04,78.230003,78.989998,73.139999,76.610001,76.483803,5620500
2020-09-08,73.980003,74.550003,72.269997,72.430000,72.310692,6919900
2020-09-09,74.330002,76.449997,73.910004,75.290001,75.165977,3718900
2020-09-10,76.160004,76.489998,72.199997,72.639999,72.520340,3535200
2020-09-11,73.480003,73.980003,71.379997,72.709999,72.590225,2581500
2020-09-14,74.230003,75.440002,73.989998,74.599998,74.477112,1667900
2020-09-15,75.790001,76.209999,74.900002,75.389999,75.265808,1966100
2020-09-16,76.029999,76.680000,74.669998,74.779999,74.656815,1898800
2020-09-17,72.440002,74.290001,72.209999,73.510002,73.388908,2845300
2020-09-18,73.870003,73.900002,70.610001,71.779999,71.661758,2836700
2020-09-21,69.650002,70.220001,67.900002,70.180000,70.064392,3818300
2020-09-22,70.870003,71.860001,69.699997,71.599998,71.482048,2038000
2020-09-23,71.860001,71.980003,68.040001,68.269997,68.157532,2628900
2020-09-24,67.669998,70.029999,67.070000,68.629997,68.516945,2450700
2020-09-25,68.250000,71.190002,67.839996,70.839996,70.723305,1604900
2020-09-28,72.790001,73.529999,72.330002,73.220001,73.099388,2019800
2020-09-29,73.110001,73.449997,72.070000,72.430000,72.310692,1766900
2020-09-30,72.739998,74.980003,72.650002,73.470001,73.348976,5533200
2020-10-01,74.699997,75.129997,73.559998,74.449997,74.327362,2202200
2020-10-02,72.089996,73.919998,71.839996,73.000000,72.879753,2598100
2020-10-05,73.980003,75.669998,73.980003,75.589996,75.465485,1656400
2020-10-06,75.680000,76.660004,73.209999,73.430000,73.309044,3777500
2020-10-07,74.830002,76.370003,74.830002,75.989998,75.864822,1803300
2020-10-08,76.910004,77.360001,76.489998,77.320000,77.192635,1533400
2020-10-09,78.139999,78.940002,77.849998,78.730003,78.600311,2241600
2020-10-12,79.980003,81.970001,79.739998,81.250000,81.116158,1894900
2020-10-13,81.160004,81.199997,79.709999,80.169998,80.037933,1883100
2020-10-14,80.470001,81.000000,78.809998,79.209999,79.079514,1891800
2020-10-15,77.250000,79.199997,77.000000,78.959999,78.829926,2360300
2020-10-16,79.639999,80.449997,78.809998,78.879997,78.750061,2177800
2020-10-19,79.489998,79.769997,76.050003,76.459999,76.334045,2904100
2020-10-20,77.110001,78.650002,76.760002,77.050003,76.923073,2819800
2020-10-21,77.059998,78.099998,76.629997,76.769997,76.643532,2462800
2020-10-22,76.900002,77.919998,75.860001,77.629997,77.502121,2403800
2020-10-23,78.250000,78.250000,76.970001,78.120003,77.991318,1506700
2020-10-26,76.510002,76.879997,73.570000,75.269997,75.146004,4427200
2020-10-27,75.419998,75.570000,74.629997,74.730003,74.606903,2001300
2020-10-28,72.019997,72.339996,69.400002,69.650002,69.535263,6059600
2020-10-29,69.739998,72.449997,68.959999,71.040001,70.922981,4033000
2020-10-30,70.269997,70.879997,67.849998,69.519997,69.405479,4621000
2020-11-02,71.099998,72.000000,69.830002,71.089996,70.972893,2536800
2020-11-03,72.589996,74.540001,72.379997,73.580002,73.458794,2723400
2020-11-04,75.699997,78.820000,75.169998,76.870003,76.743378,5080200
2020-11-05,79.449997,80.760002,79.269997,79.879997,79.748405,3838600
2020-11-06,79.739998,80.449997,78.699997,79.870003,79.738434,2566000
2020-11-09,86.169998,86.309998,81.610001,81.870003,81.735138,7104400
2020-11-10,81.320000,82.110001,80.010002,81.599998,81.465584,2622800
2020-11-11,82.699997,83.220001,82.080002,82.800003,82.663605,1297000
2020-11-12,82.309998,82.680000,80.290001,81.220001,81.086205,2156400
2020-11-13,82.139999,83.809998,81.879997,83.459999,83.322517,1537300
2020-11-16,84.800003,85.529999,84.139999,85.500000,85.359161,1780800
2020-11-17,84.309998,85.230003,83.559998,84.629997,84.490585,1702200
2020-11-18,84.720001,85.010002,82.540001,82.540001,82.404037,1739500
2020-11-19,82.230003,83.440002,81.570000,83.209999,83.072929,1684700
2020-11-20,83.110001,83.199997,82.059998,82.089996,81.954773,926800
2020-11-23,83.010002,83.669998,81.879997,83.099998,82.963112,1263600
2020-11-24,84.339996,86.010002,83.949997,85.739998,85.598763,1692300
2020-11-25,85.709999,85.709999,84.919998,85.489998,85.349174,1029500
2020-11-27,86.040001,86.169998,85.449997,85.959999,85.818398,583000
2020-11-30,85.559998,85.680000,83.839996,85.169998,85.029701,1933700
2020-12-01,86.830002,87.809998,86.540001,87.040001,86.896614,1966200
2020-12-02,86.480003,87.470001,86.169998,87.389999,87.246048,1753900
2020-12-03,87.339996,88.070000,86.800003,87.349998,87.206108,1024800
2020-12-04,87.639999,88.849998,87.639999,88.839996,88.693649,847700
2020-12-07,88.470001,88.720001,87.849998,88.510002,88.364197,1243400
2020-12-08,87.809998,89.300003,87.790001,88.980003,88.833435,833400
2020-12-09,89.349998,89.419998,86.949997,87.400002,87.256035,2637800
2020-12-10,86.660004,87.839996,86.250000,87.349998,87.206108,1920500
2020-12-11,86.449997,87.239998,85.680000,87.089996,86.946533,1720400
2020-12-14,88.250000,88.779999,86.230003,86.330002,86.187790,2361600
2020-12-15,87.660004,88.680000,86.940002,88.650002,88.503975,1724100
2020-12-16,88.809998,89.419998,88.339996,88.940002,88.793495,1617200
2020-12-17,89.790001,90.040001,89.379997,89.959999,89.811806,1220100
2020-12-18,90.110001,90.169998,88.180000,89.330002,89.182854,3942900
2020-12-21,87.160004,89.040001,85.769997,88.599998,88.454048,3475500
2020-12-22,88.720001,88.800003,87.709999,88.279999,88.134575,1821400
2020-12-23,88.660004,89.320000,88.250000,88.320000,88.258492,1739000
2020-12-24,88.559998,89.019997,88.290001,89.000000,88.938019,484700
2020-12-28,90.360001,90.750000,89.989998,90.550003,90.486938,1082000
2020-12-29,91.309998,91.419998,89.889999,90.230003,90.167168,2848200
2020-12-30,90.599998,90.949997,90.260002,90.440002,90.377022,927700
2020-12-31,90.370003,91.709999,90.070000,91.349998,91.286377,1771000
2021-01-04,92.029999,92.099998,86.910004,88.860001,88.798119,4448000
2021-01-05,88.480003,90.620003,88.480003,90.059998,89.997276,2129400
2021-01-06,89.260002,92.809998,88.980003,91.150002,91.086525,3643200
2021-01-07,92.400002,94.220001,92.300003,93.830002,93.764656,2234800
2021-01-08,94.570000,95.000000,92.839996,94.930000,94.863892,1848400
2021-01-11,93.220001,94.550003,93.139999,93.629997,93.564789,2200000
2021-01-12,93.739998,94.190002,92.480003,93.639999,93.574783,1605900
2021-01-13,93.639999,94.680000,93.199997,94.169998,94.104416,1185300
2021-01-14,94.559998,94.809998,93.320000,93.470001,93.404907,1127900
2021-01-15,92.620003,93.010002,91.160004,92.110001,92.045853,1519700
2021-01-19,93.400002,93.839996,92.639999,93.570000,93.504837,1289400
2021-01-20,94.760002,96.580002,94.580002,96.129997,96.063049,1399300
2021-01-21,96.449997,96.669998,95.830002,96.320000,96.252922,1337700
2021-01-22,95.279999,96.220001,95.150002,95.620003,95.553413,1420200
2021-01-25,96.019997,96.550003,93.430000,96.360001,96.292892,1932600
2021-01-26,96.860001,97.070000,95.959999,96.070000,96.003098,1008200
2021-01-27,94.260002,94.300003,90.160004,91.349998,91.286377,3549300
2021-01-28,92.309998,95.000000,92.120003,92.860001,92.795334,2149300
2021-01-29,91.940002,92.430000,88.309998,89.250000,89.187843,3250700
2021-02-01,90.940002,92.690002,89.830002,92.139999,92.075829,2112200
2021-02-02,93.830002,95.589996,93.800003,94.760002,94.694008,1686100
2021-02-03,95.239998,95.820000,94.230003,94.940002,94.873886,1374100
2021-02-04,95.489998,97.080002,95.389999,97.080002,97.012390,1051900
2021-02-05,98.099998,98.190002,97.230003,97.820000,97.751877,1393200
2021-02-08,98.629997,99.269997,98.160004,99.230003,99.160896,1199200
2021-02-09,98.760002,99.430000,98.550003,99.070000,99.001007,997700
2021-02-10,100.019997,100.129997,97.730003,99.040001,98.971031,1614300
2021-02-11,99.620003,99.820000,98.000000,99.349998,99.280807,1076300
2021-02-12,98.849998,100.430000,98.849998,100.339996,100.270119,1066500
2021-02-16,100.970001,101.070000,99.739998,100.160004,100.090248,1363100
2021-02-17,99.129997,100.290001,98.599998,100.220001,100.150208,1382400
2021-02-18,98.699997,99.699997,97.790001,99.339996,99.270813,1448000
2021-02-19,99.959999,100.120003,98.699997,98.900002,98.831123,1605600
2021-02-22,97.449997,98.730003,97.269997,97.470001,97.402122,1733300
2021-02-23,96.169998,98.379997,93.970001,97.680000,97.611977,3846700
2021-02-24,97.029999,100.029999,96.550003,99.809998,99.740486,2602500
2021-02-25,99.099998,99.830002,94.169998,95.019997,94.953819,3789700
2021-02-26,95.989998,96.580002,92.930000,93.970001,93.904556,3985700
2021-03-01,96.570000,99.209999,96.570000,98.540001,98.471375,2117400
2021-03-02,98.699997,98.779999,96.900002,97.010002,96.942444,2714400
2021-03-03,96.629997,97.150002,94.389999,94.449997,94.384216,2884300
2021-03-04,94.300003,95.690002,89.690002,92.099998,92.035858,4742600
2021-03-05,93.919998,96.019997,90.099998,95.470001,95.403511,3425400
2021-03-08,95.980003,97.480003,94.360001,94.529999,94.464165,3356000
2021-03-09,96.540001,98.559998,96.300003,97.199997,97.132301,2680200
2021-03-10,98.480003,99.320000,97.709999,98.410004,98.341469,2424800
2021-03-11,99.760002,101.480003,99.510002,100.430000,100.360062,2415200
2021-03-12,99.720001,100.750000,99.199997,100.720001,100.649857,1741000
2021-03-15,100.800003,102.010002,99.650002,101.930000,101.859016,1478200
2021-03-16,102.230003,102.559998,101.190002,101.680000,101.609192,1638000
2021-03-17,100.870003,102.739998,100.260002,102.260002,102.188789,1918300
2021-03-18,100.870003,102.010002,98.949997,99.290001,99.220856,2239800
2021-03-19,99.150002,99.980003,97.750000,98.900002,98.831123,1970100
2021-03-22,99.220001,101.250000,99.190002,100.510002,100.440002,1525000
2021-03-23,100.089996,100.870003,98.419998,98.870003,98.870003,1966900
2021-03-24,99.610001,100.500000,97.839996,97.879997,97.879997,1916100
2021-03-25,97.019997,99.360001,96.010002,98.940002,98.940002,2778400
2021-03-26,99.570000,102.330002,99.239998,102.110001,102.110001,2544600
2021-03-29,101.290001,102.510002,100.500000,102.010002,102.010002,2578000
2021-03-30,101.279999,101.820000,100.589996,101.470001,101.470001,1778400
2021-03-31,101.739998,103.139999,101.739998,102.309998,102.309998,1780000
2021-04-01,103.320000,104.529999,103.209999,104.449997,104.449997,2299800
2021-04-05,105.989998,107.779999,105.930000,107.449997,107.449997,2137900
2021-04-06,107.139999,107.919998,106.980003,107.330002,107.330002,1446900
2021-04-07,107.250000,107.779999,107.000000,107.589996,107.589996,1117100
2021-04-08,108.279999,108.629997,107.769997,108.589996,108.589996,1184500
2021-04-09,108.550003,110.260002,108.480003,110.169998,110.169998,1506000
